company,role,location,link,age
🔥 ByteDance,3D Graphics Software Engineer (PICO Foundation) - 2026 Start (BS/MS),"San Jose, CA",https://jobs.bytedance.com/en/position/7532618536427391240/detail?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,"Software Engineer, Short Video - 2026 Start (BS/MS)","Los Angeles, CA",https://lifeattiktok.com/search/7532629935644002578?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,Software Engineer (Ads Measurement Signal Technology) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7531161909615593735?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,"Software Engineer, Short Video - 2026 Start (BS/MS)","Seattle, WA",https://lifeattiktok.com/search/7532626300897937682?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,"Software Engineer, Risk and Response - 2026 Start (BS/ MS)","Seattle, WA",https://lifeattiktok.com/search/7530759738491226386?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,"Software Engineer, Live-Foundation-Ecosystem - 2026 Start (BS/MS)","San Jose, CA",https://lifeattiktok.com/search/7532631803707738376?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,"Software Engineer, Short Video - 2026 Start (BS/MS)","San Jose, CA",https://lifeattiktok.com/search/7532627069594224903?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,"Software Development, Engineer in Test (Trust and Safety) - 2026 Start (BS/MS)","San Jose, CA",https://lifeattiktok.com/search/7530765464767826184?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,Software Engineer (Monetization Technology - Ads Creative) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7532457296103295239?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,"Software Engineer, Music - 2026 Start (BS/MS)","San Jose, CA",https://lifeattiktok.com/search/7532627066714753288?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,"Backend Software Engineer, Trust and Safety - 2026 Start (BS/MS)","Seattle, WA",https://lifeattiktok.com/search/7530752375372466439?utm_source=Simplify&ref=Simplify,23d
MetroStar,Associate Software Developer 🛂,"Reston, VA",https://www.metrostar.com/job-post/?gh_jid=6667276003&utm_source=Simplify&ref=Simplify,23d
JPMorganChase,Software Engineer 🛂," Wilmington, DE, Austin, TX, Chicago, IL, Columbus, OH, Houston, TX, Jersey City, NJ, New York, NY, Palo Alto, CA, Plano, TX, Tampa, FL",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210649942?utm_source=Simplify&ref=Simplify,23d
JPMorganChase,Software Engineer 🛂," Austin, TX, Chicago, IL, Columbus, OH, Houston, TX, Jersey City, NJ, New York, NY, Palo Alto, CA, Plano, TX, Tampa, FL, Wilmington, DE",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210649912?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,New Grad 2026: Software Engineer/Mobile Engineer Graduate (Monetization Technology - Ads Core Demonstration),"San Jose, CA",https://lifeattiktok.com/search/7532436539684702471?utm_source=Simplify&ref=Simplify,25d
Sentry,Software Engineer – New Grad 🛂,"Toronto, ON, Canada",https://jobs.ashbyhq.com/sentry/143811c1-ec03-458b-9edf-32f002c818f0/application?utm_source=Simplify&ref=Simplify,27d
Sentry,Software Engineer – New Grad,"San Francisco, CA",https://jobs.ashbyhq.com/sentry/96c8a4cc-23b9-4f3e-b360-38c1cc248491/application?utm_source=Simplify&ref=Simplify,27d
🔥 Palantir,Software Engineer – New Grad - Production Infrastructure,"London, UK",https://jobs.lever.co/palantir/3f4dd595-2f57-4b5f-a50a-8d3084641ef8/apply?utm_source=Simplify&ref=Simplify,27d
🔥 Palantir,Software Engineer – New Grad - Infrastructure,"London, UK",https://jobs.lever.co/palantir/9265acce-12cd-4179-8c50-55d15963532b/apply?utm_source=Simplify&ref=Simplify,27d
🔥 Palantir,Software Engineer – New Grad,"London, UK",https://jobs.lever.co/palantir/d372c805-d0cd-4a10-9522-fbecc78d6f3e/apply?utm_source=Simplify&ref=Simplify,27d
The Travelers Companies,Software Engineer I - Guidewire,"Atlanta, GA",https://travelers.wd5.myworkdayjobs.com/External/job/GA---Atlanta/Software-Engineer-I--Guidewire-_R-42652?utm_source=Simplify&ref=Simplify,27d
The Travelers Companies,Software Engineer I - Aws - React - GenAI,"Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Software-Engineer-I--AWS--React--GenAI-_R-44034?utm_source=Simplify&ref=Simplify,27d
The Travelers Companies,Software Engineer I - .Net / MERN / AWS,"Sparks, MD, Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/MN---St-Paul/Software-Engineer-I--Net---MERN---AWS-_R-43980?utm_source=Simplify&ref=Simplify,27d
The Travelers Companies,Software Engineer I - Java - Aws - Jsf,"St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/MN---St-Paul/Software-Engineer-I--Java--AWS--JSF-_R-45189?utm_source=Simplify&ref=Simplify,27d
IMEG,Full Stack Software Engineer 1," Las Vegas, NV, Naperville, IL, Indianapolis, IN, Houston, TX, LA, Pasadena, CA, Phoenix, AZ, Davenport, IA",https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Las-Vegas-NV/Full-Stack-Software-Engineer-1--Remote-_R-14878?utm_source=Simplify&ref=Simplify,28d
🔥 Uber,Software Engineer I - Platforms,"SF, Sunnyvale, CA",https://www.uber.com/global/en/careers/list/145880/?utm_source=Simplify&ref=Simplify,29d
Chewy,Software Engineer I,"Bellevue, WA",https://boards.greenhouse.io/embed/job_app?token=7081410&utm_source=Simplify&ref=Simplify,29d
Blue Origin,Software Development Engineer I 🇺🇸," Seattle, WA, Van Horn, TX, Huntsville, AL, Denver, CO, Space Coast, FL, Los Angeles, CA",https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Seattle-WA/Software-Development-Engineer-I---Early-Career-2025-University-Grad_R50741?utm_source=Simplify&ref=Simplify,29d
M&T Bank,Technology Development Program - Software Engineering 🛂,"Buffalo, NY",https://mtb.wd5.myworkdayjobs.com/en-US/Campus/job/XMLNAME-2026-Technology-Development-Program---Software-Engineering_R72033?utm_source=Simplify&ref=Simplify,29d
Unify,Software Engineer 🛂,"San Francisco, CA",https://jobs.ashbyhq.com/unify/762e3fd4-7813-4da8-bb02-cc6050e3626a?utm_source=Simplify&ref=Simplify,1mo
Unify,New Grad Software Engineer,"San Francisco, CA, New York, NY",https://jobs.ashbyhq.com/unify/762e3fd4-7813-4da8-bb02-cc6050e3626a/application?utm_source=Simplify&ref=Simplify,1mo
Twitch,Software Development Engineer I - Frontend & Mobile,"San Francisco, CA",https://job-boards.greenhouse.io/twitch/jobs/8093301002?utm_source=Simplify&ref=Simplify,1mo
Amentum,Entry Level Software Engineer/Software Tester,"Fredericksburg, VA, Dahlgren, VA",https://pae.wd1.myworkdayjobs.com/en-US/amentum_careers/job/US-VA-Dahlgren/Entry-Level-Software-Engineer-Software-Tester_R0142800?utm_source=Simplify&ref=Simplify,1mo
Northslope Technologies,Forward Deployed Software Engineer – New Grad,"New York, NY, London, UK",https://jobs.ashbyhq.com/northslope-technologies/7ccd126f-b127-4526-87f1-57408919c30a/application?utm_source=Simplify&ref=Simplify,1mo
Coalition,Software Engineer I,Remote in Canada,https://www.coalitioninc.com/job-posting/4560712005?utm_source=Simplify&ref=Simplify,1mo
Coalition,Software Engineer I,Remote in USA,https://www.coalitioninc.com/job-posting/4560711005?utm_source=Simplify&ref=Simplify,1mo
GM financial,Software Development Engineer I,"Arlington, TX, Fort Worth, TX, Irving, TX",https://fa-exvu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs/job/535?utm_source=Simplify&ref=Simplify,1mo
mthree,Junior Software Engineer," Salt Lake, UT, Houston, TX, Dalla, TX, New York, NY",https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4406180006?utm_source=Simplify&ref=Simplify,1mo
mthree,Développeur génie logiciel / Junior Software Developer,"Montreal, QC",https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4374767006?utm_source=Simplify&ref=Simplify,1mo
CACI,Entry Level Software Engineer - Automated Testing,"Rochester, NY",https://caci.wd1.myworkdayjobs.com/External/job/US-NY-Rochester/Entry-Level-Software-Engineer--Automated-Testing-_314546-1?utm_source=Simplify&ref=Simplify,1mo
EvenUp,Software Engineer – New Graduate,"San Francisco, CA, Toronto, ON",https://jobs.ashbyhq.com/evenup/213e42cf-903d-4578-b3b5-df187780920d/application?utm_source=Simplify&ref=Simplify,1mo
Old Mission,College Graduates - Full-Time - Junior Software Engineer,"Chicago, IL",https://www.oldmissioncapital.com/careers/?gh_jid=6602927003&utm_source=Simplify&ref=Simplify,1mo
Berkshire Hathaway Energy,Software Engineer 1/2/3/Sr,"Omaha, NE",https://fa-essf-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs/job/10003152?utm_source=Simplify&ref=Simplify,1mo
Citadel Securities,Software Engineer – University Graduate,"Miami, FL, New York, NY",https://www.citadelsecurities.com/careers/details/software-engineer-university-graduate-us/?utm_source=Simplify&ref=Simplify,1mo
Shield AI,Software Engineer I - Hardware Test,"Dallas, TX",https://jobs.lever.co/shieldai/38178f1e-34c5-481d-9914-c18a2263776f/apply?utm_source=Simplify&ref=Simplify,1mo
Ranger,Forward-Deployed Test Engineer 🛂,"San Francisco, CA",https://jobs.lever.co/ranger/38ef5184-0c8a-4980-836f-95e23e83ae7d?utm_source=Simplify&ref=Simplify,1mo
Sigma Computing,Software Engineer – New Grad Program,"San Francisco, CA, New York, NY",https://job-boards.greenhouse.io/sigmacomputing/jobs/6640194003?utm_source=Simplify&ref=Simplify,1mo
Berkshire Hathaway Energy,Software Engineer 1 - Corporate Applications," Salt Lake City, UT, Las Vegas, NV, Des Moines, IA, Reno, NV, Portland, OR",https://fa-essf-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs/job/10002320?utm_source=Simplify&ref=Simplify,1mo
The Boeing Company,Entry Level Full-Stack Software Engineer,"Aurora, CO, Chantilly, VA",https://boeing.wd1.myworkdayjobs.com/external_careers/job/USA---Aurora-CO/Entry-Level-Full-Stack-Software-Engineer_JR2025456200-1?utm_source=Simplify&ref=Simplify,1mo
Candid Health,Software Engineer New Grad,"San Francisco, CA, New York, NY, Denver, CO",https://jobs.ashbyhq.com/candidhealth/f0e529c1-b8d8-4add-aaef-23b174053b8b/application?utm_source=Simplify&ref=Simplify,1mo
Candid Health,Forward Deployed Software Engineer New Grad,"San Francisco, CA, New York, NY, Denver, CO",https://jobs.ashbyhq.com/candidhealth/8d1922f8-e89d-433e-a21f-b724eabc003b/application?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Infrastructure,"New York, NY",https://jobs.lever.co/palantir/4abf26b4-795c-420a-bf22-1ab98db268b4/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Production Infrastructure,"New York, NY",https://jobs.lever.co/palantir/e1a6c138-98bf-45e2-97f7-2c70371cc38a/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Production Infrastructure,"Seattle, WA",https://jobs.lever.co/palantir/4d5a144e-87ea-45e2-a68c-3fad590629af/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Defense,"New York, NY",https://jobs.lever.co/palantir/0a838e66-1ab0-4fc4-b4d3-4671c0352278/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Defense,"Washington, DC",https://jobs.lever.co/palantir/18d901fc-93bb-4d18-9f04-c72031e20d79/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Defense,"Palo Alto, CA",https://jobs.lever.co/palantir/f362d7aa-360d-4059-ab38-f482742693b3/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad,"Seattle, WA",https://jobs.lever.co/palantir/dea9d3d5-75b2-4588-b7bd-585a47b79c8c/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad,"New York, NY",https://jobs.lever.co/palantir/94984771-0704-446c-88c6-91ce748f6d92/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad,"Denver, CO",https://jobs.lever.co/palantir/c34b424e-caf2-455a-b104-ae1096ccca29/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Forward Deployed Software Engineer – New Grad - US Government,"New York, NY",https://jobs.lever.co/palantir/d1ac83d0-e923-42a5-8e6d-58dd0cab25ca/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Forward Deployed Software Engineer – New Grad - US Government,"Washington, DC",https://jobs.lever.co/palantir/cbe90327-3e6e-451c-a54c-1d3cbcef5aeb/apply?utm_source=Simplify&ref=Simplify,1mo
OpenEye,Software Engineer I - Ows,"Liberty Lake, WA",https://job-boards.greenhouse.io/openeye/jobs/8028394002?utm_source=Simplify&ref=Simplify,2mo
Sentry,Software Engineer – New Grad,"San Francisco, CA",https://jobs.ashbyhq.com/sentry/90fb5dd4-410d-4672-9f40-3f11ea01c75d/application?utm_source=Simplify&ref=Simplify,2mo
7shifts,Junior Software Developer,"Saskatoon, SK",https://job-boards.greenhouse.io/7shifts/jobs/5563827004?utm_source=Simplify&ref=Simplify,2mo
Numeric,Software Engineer – Early Career,"New York, NY",https://jobs.ashbyhq.com/numeric/75fb980e-623a-4b92-932b-4ff3ae6fc2e8/application?utm_source=Simplify&ref=Simplify,2mo
N1,Software Engineer (Backend Rust),"New York, NY",https://jobs.ashbyhq.com/n1/99a78724-a7eb-4801-9e75-cf4465950567?utm_source=Simplify&ref=Simplify,2mo
N1,New Grad Software Engineer (Backend Rust),"New York, NY",https://jobs.ashbyhq.com/n1/a3e25c84-0846-454a-b2fc-a356c2a713bd?utm_source=Simplify&ref=Simplify,2mo
N1,New Grad Software Engineer (Full Stack),"New York, NY",https://jobs.ashbyhq.com/n1/73724fe2-9a93-4a60-b349-4fd3d2efa94a?utm_source=Simplify&ref=Simplify,2mo
Numeric,Software Engineer – Early Career,"San Francisco, CA, New York, NY",https://jobs.ashbyhq.com/numeric/f9c9e075-7799-414f-8601-f770c0cd9061/application?utm_source=Simplify&ref=Simplify,2mo
🔥 TikTok,Product Manager Ads Measurement Graduate (Measurement Signal and Privacy Product),"San Jose, CA",https://lifeattiktok.com/search/7538903496654407943?utm_source=Simplify&ref=Simplify,8d
🔥 TikTok,Product Manager Ads Attribution and Measurement Graduate (Measurement Signal and Privacy Product),"San Jose, CA",https://lifeattiktok.com/search/7538896306908252434?utm_source=Simplify&ref=Simplify,8d
🔥 Databricks,Associate Product Manager – New Grad - 2026 Start,"San Francisco, CA, Bellevue, WA, Mountain View, CA",https://boards.greenhouse.io/embed/job_app?token=7586263002&utm_source=Simplify&ref=Simplify,16d
🔥 TikTok,Product Manager (TikTok-Product-Social and Creation) - 2025 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7400808756194461961?utm_source=Simplify&ref=Simplify,23d
WSP,Early Career Data Scientist,"Seattle, WA",https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/jobs/job/72552?utm_source=Simplify&ref=Simplify,0d
Hewlett Packard Enterprise,AI and Machine Learning Engineer I Graduate,"Spring, TX",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Spring-Texas-United-States-of-America/AI-and-Machine-Learning-Engineer-I-Graduate_1192917-1?utm_source=Simplify&ref=Simplify,0d
Allen Control Systems,"Computer Vision & Machine Learning, Junior","Austin, TX",https://job-boards.greenhouse.io/allencontrolsystems/jobs/4685229008?utm_source=Simplify&ref=Simplify,1d
Susquehanna International Group (SIG),Software Developer – New Grad - Sprc,"Ardmore, PA",https://careers-sig.icims.com/jobs/9716/job?utm_source=Simplify&ref=Simplify,2d
🔥 Google,Software Engineer – Early Career - PhD - AI/Machine Learning 🎓," Madison, WI, Seattle, WA, Raleigh, NC, San Bruno, CA, Durham, NC, Kirkland, WA, NYC, Sunnyvale, CA, Mountain View, CA, Atlanta, GA",https://www.google.com/about/careers/applications/jobs/results/122258040807137990?utm_source=Simplify&ref=Simplify,2d
Celonis,Associate Value Engineer (Industrial Engineering & AI Applications) 🛂,"New York, NY",https://job-boards.greenhouse.io/celonis/jobs/6691702003?utm_source=Simplify&ref=Simplify,2d
Celonis,Associate Value Engineer (AI for Supply Chain) 🛂,"New York, NY",https://job-boards.greenhouse.io/celonis/jobs/6690522003?utm_source=Simplify&ref=Simplify,2d
Perr & Knight,Associate AI Developer," Charlotte, NC, Boca Raton, FL, Santa Monica, CA, Newark, NJ",https://jobs.lever.co/perrknight/b47e39ce-e26f-48aa-b53a-f93c87544101?utm_source=Simplify&ref=Simplify,2d
Together AI,Machine Learning / Research Engineer,"San Francisco, CA",https://job-boards.greenhouse.io/togetherai/jobs/4835315007?utm_source=Simplify&ref=Simplify,2d
TD Bank,Machine Learning Engineer I,"Toronto, ON, Canada",https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/Toronto-Ontario/Machine-Learning-Engineer-I_R_1441131?utm_source=Simplify&ref=Simplify,3d
Toyota Connected,Machine Learning Engineer – Entry Level,"Plano, TX",https://boards.greenhouse.io/embed/job_app?token=8133318002&utm_source=Simplify&ref=Simplify,6d
Cellular Sales,Junior Data Engineer,"Knoxville, TN",https://careers-cellularsales.icims.com/jobs/19001/job?utm_source=Simplify&ref=Simplify,6d
Cellular Sales,Junior Data Engineer,"Knoxville, TN",https://careers-cellularsales.icims.com/jobs/19001/junior-data-engineer/job?utm_source=Simplify&ref=Simplify,7d
Citadel Securities,Machine Learning Researcher 🎓,"Miami, FL, New York, NY",https://www.citadelsecurities.com/careers/details/machine-learning-researcher-phd-graduate-us/?utm_source=Simplify&ref=Simplify,8d
Applied Intuition,Research Engineer – New Grad 🎓,"Mountain View, CA",https://boards.greenhouse.io/appliedintuition/jobs/4489207005?utm_source=Simplify&ref=Simplify,8d
Housecall Pro,Graduate AI Solutions Specialist,"Denver, CO",https://www.housecallpro.com/careers/open-positions/?gh_jid=5620132004&utm_source=Simplify&ref=Simplify,9d
Chord Energy,Junior Data Engineer Azure,"Houston, TX",https://chordenergy.wd1.myworkdayjobs.com/external/job/Houston-TX---Corporate/Junior-Data-Engineer-Azure_R0002251-1?utm_source=Simplify&ref=Simplify,9d
🔥 Pinterest,Machine Learning Engineer I - Monetization Engineering,"Palo Alto, CA, Seattle, WA, San Francisco, CA",https://www.pinterestcareers.com/job-form?gh_jid=7172308&utm_source=Simplify&ref=Simplify,9d
Harris,Junior Computational Linguist," VA, WI, AZ, TN, MI, MA, MO, CO, NM, Remote, London, UK",https://harriscomputer.wd3.myworkdayjobs.com/en-US/1/job/Virginia-United-States/Junior-Computational-Linguist_R0031051-4?utm_source=Simplify&ref=Simplify,11d
🔥 TikTok,Machine Learning Engineer Graduate (Monetization Technology - TikTok Ads Creative & Ecosystem) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7535606471191824647?utm_source=Simplify&ref=Simplify,13d
🔥 ByteDance,Software Engineer Graduate (Applied Machine Learning - Enterprise) - 2026 Start (BS/MS),"San Jose, CA",https://joinbytedance.com/search/7532538236133902599?utm_source=Simplify&ref=Simplify,13d
🔥 ByteDance,Software Engineer Graduate (Applied Machine Learning - MLDev) - 2026 Start (BS/MS),"San Jose, CA",https://joinbytedance.com/search/7535233571066349842?utm_source=Simplify&ref=Simplify,13d
Blue Origin,Machine Learning Engineer/Scientist I – Early Career 2025 University Grad,"Seattle, WA, Kent, WA",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Machine-Learning-Engineer-Scientist-I---Early-Career-2025-University-Grad_R54164?utm_source=Simplify&ref=Simplify,14d
Applied Intuition,Research Scientist - New Grad,"Mountain View, CA",https://job-boards.greenhouse.io/appliedintuition/jobs/4489211005?utm_source=Simplify&ref=Simplify,16d
Analytical Mechanics Associates,AI/ML Research Associate 🇺🇸,"Hampton, VA, Remote",https://amainc.wd12.myworkdayjobs.com/en-US/ama_careers/job/Hampton-VA/AI-ML-Research-Associate_R-100359?utm_source=Simplify&ref=Simplify,16d
🔥 Databricks,Data Scientist,"Mountain View, CA, San Francisco, CA",https://www.databricks.com/company/careers/university-recruiting/data-scientist---new-grad-2026-start-6866554002?gh_jid=6866554002&utm_source=Simplify&ref=Simplify,16d
🔥 Tesla,"Machine Learning Engineer, Model Optimization & Deployment, Optimus","Palo Alto, CA",https://www.tesla.com/careers/search/job/247659?utm_source=Simplify&ref=Simplify,19d
🔥 TikTok,Machine Learning Engineer - Search E-Commerce,"Seattle, WA",https://lifeattiktok.com/search/7534641634584185095?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,20d
🔥 NVIDIA,"Research Scientist, Robotics Research","Seattle, WA",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-WA-Seattle/Research-Scientist--Robotics-Research---New-College-Grad-2025_JR2001017?utm_source=Simplify&ref=Simplify,20d
🔥 TikTok,Machine Learning Engineer – University Graduate - E-Commerce Risk Control - Phd 🎓,"Seattle, WA",https://lifeattiktok.com/search/7389784303494580490?utm_source=Simplify&ref=Simplify,20d
🔥 TikTok,Machine Learning Engineer – University Graduate - E-Commerce Recommendation/Search Alliance - Phd 🎓,"Seattle, WA",https://lifeattiktok.com/search/7374538073428478259?utm_source=Simplify&ref=Simplify,20d
🔥 TikTok,"Research Scientist - CV/NLP/Multimodal LLM, Trust and Safety - 2026 Start (BS/MS)","Seattle, WA",https://lifeattiktok.com/search/7530771170938865928?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,Machine Learning Engineer (Lead Ads Technology) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7532240517976721671?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,Software Engineer (Ads ML Infrastructure) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7531158600791705874?utm_source=Simplify&ref=Simplify,23d
Qualtrics,Machine Learning Engineer 🛂,"Seattle, WA",https://www.qualtrics.com/careers/us/en/job/QUALUS6580294EXTERNALENUS/Machine-Learning-Engineer?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,New Grad 2026: Machine Learning Engineer (Commerce Ads),"San Jose, CA",https://lifeattiktok.com/search/7531158608336242962?utm_source=Simplify&ref=Simplify,25d
🔥 TikTok,New Grad 2026: Machine Learning/Research Engineer (Ads Core Global),"San Jose, CA",https://lifeattiktok.com/search/7532349111480273159?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,25d
The Travelers Companies,Software Engineer I - Artificial Intelligence in Underwriting,"Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/MN---St-Paul/Software-Engineer-I---Artificial-Intelligence-in-Underwriting_R-45455?utm_source=Simplify&ref=Simplify,27d
SHEIN,Big Data Engineer I 🎓,"San Diego, CA",https://job-boards.greenhouse.io/shein/jobs/4825893008?utm_source=Simplify&ref=Simplify,29d
LMI,Junior Data Analyst - TS/SCI Required,"Washington, DC",https://careers-lmi.icims.com/jobs/12942/junior-data-analyst---ts-sci-required/job?utm_source=Simplify&ref=Simplify,29d
Spotify,Associate Machine Learning Engineer,"New York, NY",https://jobs.lever.co/spotify/21c24edb-f625-4895-ad23-5a6320d54813?utm_source=Simplify&ref=Simplify,29d
🔥 Lyft,PhD New Grad - Data Scientist - Algo - Inference - Driver Incentives 🎓,"Toronto, ON, Canada",https://app.careerpuck.com/job-board/lyft/job/8089317002?gh_jid=8089317002&utm_source=Simplify&ref=Simplify,1mo
🔥 Pinterest,Machine Learning Engineer I,"San Francisco, CA, Remote in USA",https://www.pinterestcareers.com/job-form?gh_jid=6864992&utm_source=Simplify&ref=Simplify,1mo
Verisk,Junior Data Scientist,"London, UK, Norwich, UK",https://fa-ewmy-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs/job/1749?utm_source=Simplify&ref=Simplify,1mo
BlackRock,"Associate, Quantitative Modeler","New York, NY",https://blackrock.wd1.myworkdayjobs.com/en-US/blackrock_professional/job/New-York-NY/Associate--Quantitative-Modeler_R250300?utm_source=Simplify&ref=Simplify,7d
Prudential Financial,"PGIM Quantitative Solutions, Portfolio Management Investment Associate","Newark, NJ",https://pru.wd5.myworkdayjobs.com/en-US/careers/job/Newark-NJ-USA/PGIM-Quantitative-Solutions--Portfolio-Management-Investment-Associate--Hybrid-_R-121848-1?utm_source=Simplify&ref=Simplify,7d
Citadel Securities,Quantitative Researcher – PhD Graduate 🎓,"Miami, FL, New York, NY",https://www.citadelsecurities.com/careers/details/quantitative-researcher-phd-graduate-us/?utm_source=Simplify&ref=Simplify,8d
Edgehog Trading,C++ Software Developer – Trading Strategy Execution,"Chicago, IL",https://ats.rippling.com/en-CA/edgehog-trading/jobs/a39cf004-d79c-4588-9a5f-6bdce04a85ee?utm_source=Simplify&ref=Simplify,9d
Hudson River Trading,Algorithm Developer (Quant Researcher) – 2026 Grads,"New York, NY",https://www.hudsonrivertrading.com/hrt-job/algorithm-developer-quant-researcher-2026-grads/?utm_source=Simplify&ref=Simplify,13d
Trexquant,Quantitative Researcher,"Stamford, CT",https://apply.workable.com/trexquant/j/A634E0E3F4/?utm_source=Simplify&ref=Simplify,21d
Old Mission,College Graduates - Full-Time - Junior Quantitative Trader,"London, UK",https://www.oldmissioncapital.com/careers/?gh_jid=6602928003&utm_source=Simplify&ref=Simplify,1mo
Old Mission,College Graduates - Full-Time - Junior Quantitative Trader,"Chicago, IL",https://www.oldmissioncapital.com/careers/?gh_jid=6602920003&utm_source=Simplify&ref=Simplify,1mo
Akuna Capital,Junior Quantitative Developer & Strategist,"Chicago, IL",https://www.akunacapital.com/job-details?gh_jid=7063563&utm_source=Simplify&ref=Simplify,1mo
Citadel Securities,Quantitative Research Analyst – University Graduate,"London, UK, Paris, France, Dublin, Ireland",https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-university-graduate-europe/?utm_source=Simplify&ref=Simplify,1mo
Citadel Securities,Quantitative Trader – University Graduate,"Miami, FL, New York, NY",https://www.citadelsecurities.com/careers/details/quantitative-trader-university-graduate-us/?utm_source=Simplify&ref=Simplify,1mo
Citadel,Quantitative Research Analyst – University Graduate,"London, UK, Paris, France, Dublin, Ireland",https://www.citadel.com/careers/details/quantitative-research-analyst-university-graduate-europe/?utm_source=Simplify&ref=Simplify,1mo
Citadel Securities,Quantitative Research Analyst – University Graduate,"Miami, FL, New York, NY",https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-university-graduate-us/?utm_source=Simplify&ref=Simplify,1mo
Citadel,Quantitative Research Engineer – University Graduate,"Miami, FL, New York, NY",https://www.citadel.com/careers/details/quantitative-research-engineer-university-graduate-us/?utm_source=Simplify&ref=Simplify,1mo
North Atlantic Industries,Software Engineer I,"Long Island, New York",https://recruiting.paylocity.com/Recruiting/Jobs/Details/3535138?utm_source=Simplify&ref=Simplify,0d
Generac,Hardware Engineer I,"Waukesha, WI",https://generac.wd5.myworkdayjobs.com/en-US/external/job/Waukesha-WI---USA/Hardware-Engineer-I_JR8765-1?utm_source=Simplify&ref=Simplify,0d
