company,role,location,link,age
↳,New Grad Software Engineer,"San Francisco, CANew York, NY",https://jobs.ashbyhq.com/unify/762e3fd4-7813-4da8-bb02-cc6050e3626a/application?utm_source=Simplify&ref=Simplify,24d
Twitch,Software Development Engineer I - Frontend & Mobile,"San Francisco, CA",https://job-boards.greenhouse.io/twitch/jobs/8093301002?utm_source=Simplify&ref=Simplify,25d
Amentum,Entry Level Software Engineer/Software Tester,"Fredericksburg, VADahlgren, VA",https://pae.wd1.myworkdayjobs.com/en-US/amentum_careers/job/US-VA-Dahlgren/Entry-Level-Software-Engineer-Software-Tester_R0142800?utm_source=Simplify&ref=Simplify,28d
Northslope Technologies,Forward Deployed Software Engineer – New Grad,"New York, NYLondon, UK",https://jobs.ashbyhq.com/northslope-technologies/7ccd126f-b127-4526-87f1-57408919c30a/application?utm_source=Simplify&ref=Simplify,1mo
TripAdvisor,Software Engineer I - Backend Focus - Viator,"London, UKOxford, UK",https://job-boards.greenhouse.io/tripadvisor/jobs/6903058?utm_source=Simplify&ref=Simplify,1mo
Coalition,Software Engineer I,Remote in Canada,https://www.coalitioninc.com/job-posting/4560712005?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer I,Remote in USA,https://www.coalitioninc.com/job-posting/4560711005?utm_source=Simplify&ref=Simplify,1mo
mthree,Junior Software Engineer,"4 locationsSalt Lake, UTHouston, TXDalla, TXNew York, NY",https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4406180006?utm_source=Simplify&ref=Simplify,1mo
↳,Développeur génie logiciel / Junior Software Developer,"Montreal, QC",https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4374767006?utm_source=Simplify&ref=Simplify,1mo
CACI,Entry Level Software Engineer - Automated Testing,"Rochester, NY",https://caci.wd1.myworkdayjobs.com/External/job/US-NY-Rochester/Entry-Level-Software-Engineer--Automated-Testing-_314546-1?utm_source=Simplify&ref=Simplify,1mo
CACI,Entry Level Software Engineer - GUI Development,"Rochester, NY",https://caci.wd1.myworkdayjobs.com/External/job/US-NY-Rochester/Entry-Level-Software-Engineer--GUI-Development-_314487?utm_source=Simplify&ref=Simplify,1mo
EvenUp,Software Engineer – New Graduate,"San Francisco, CAToronto, ON",https://jobs.ashbyhq.com/evenup/213e42cf-903d-4578-b3b5-df187780920d/application?utm_source=Simplify&ref=Simplify,1mo
Old Mission,College Graduates - Full-Time - Junior Software Engineer,"Chicago, IL",https://www.oldmissioncapital.com/careers/?gh_jid=6602927003&utm_source=Simplify&ref=Simplify,1mo
Citadel Securities,Software Engineer – University Graduate,"Miami, FLNew York, NY",https://www.citadelsecurities.com/careers/details/software-engineer-university-graduate-us/?utm_source=Simplify&ref=Simplify,1mo
Shield AI,Software Engineer I - Hardware Test,"Dallas, TX",https://jobs.lever.co/shieldai/38178f1e-34c5-481d-9914-c18a2263776f/apply?utm_source=Simplify&ref=Simplify,1mo
Ranger,Forward-Deployed Test Engineer 🛂,"San Francisco, CA",https://jobs.lever.co/ranger/38ef5184-0c8a-4980-836f-95e23e83ae7d?utm_source=Simplify&ref=Simplify,1mo
Sigma Computing,Software Engineer – New Grad Program,SFNYC,https://job-boards.greenhouse.io/sigmacomputing/jobs/6640194003?utm_source=Simplify&ref=Simplify,1mo
Candid Health,Software Engineer New Grad,"San Francisco, CANew York, NYDenver, CO",https://jobs.ashbyhq.com/candidhealth/f0e529c1-b8d8-4add-aaef-23b174053b8b/application?utm_source=Simplify&ref=Simplify,1mo
↳,Forward Deployed Software Engineer New Grad,"San Francisco, CANew York, NYDenver, CO",https://jobs.ashbyhq.com/candidhealth/8d1922f8-e89d-433e-a21f-b724eabc003b/application?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Infrastructure,"New York, NY",https://jobs.lever.co/palantir/4abf26b4-795c-420a-bf22-1ab98db268b4/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer – New Grad - Production Infrastructure,"New York, NY",https://jobs.lever.co/palantir/e1a6c138-98bf-45e2-97f7-2c70371cc38a/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer – New Grad - Production Infrastructure,"Seattle, WA",https://jobs.lever.co/palantir/4d5a144e-87ea-45e2-a68c-3fad590629af/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer – New Grad - Defense,"New York, NY",https://jobs.lever.co/palantir/0a838e66-1ab0-4fc4-b4d3-4671c0352278/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer – New Grad - Defense,"Washington, DC",https://jobs.lever.co/palantir/18d901fc-93bb-4d18-9f04-c72031e20d79/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer – New Grad - Defense,"Palo Alto, CA",https://jobs.lever.co/palantir/f362d7aa-360d-4059-ab38-f482742693b3/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer – New Grad,"Seattle, WA",https://jobs.lever.co/palantir/dea9d3d5-75b2-4588-b7bd-585a47b79c8c/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer – New Grad,"New York, NY",https://jobs.lever.co/palantir/94984771-0704-446c-88c6-91ce748f6d92/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Software Engineer – New Grad,"Denver, CO",https://jobs.lever.co/palantir/c34b424e-caf2-455a-b104-ae1096ccca29/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Forward Deployed Software Engineer – New Grad - US Government,"New York, NY",https://jobs.lever.co/palantir/d1ac83d0-e923-42a5-8e6d-58dd0cab25ca/apply?utm_source=Simplify&ref=Simplify,1mo
↳,Forward Deployed Software Engineer – New Grad - US Government,"Washington, DC",https://jobs.lever.co/palantir/cbe90327-3e6e-451c-a54c-1d3cbcef5aeb/apply?utm_source=Simplify&ref=Simplify,1mo
OpenEye,Software Engineer I - Ows,"Liberty Lake, WA",https://job-boards.greenhouse.io/openeye/jobs/8028394002?utm_source=Simplify&ref=Simplify,1mo
Sentry,Software Engineer – New Grad,"San Francisco, CA",https://jobs.ashbyhq.com/sentry/90fb5dd4-410d-4672-9f40-3f11ea01c75d/application?utm_source=Simplify&ref=Simplify,2mo
Collective Hub,Software Engineer – New Grad,"San Francisco, CA",https://www.collective.com/careers/6614825003?gh_jid=6614825003&utm_source=Simplify&ref=Simplify,2mo
7shifts,Junior Software Developer,"Saskatoon, SK",https://job-boards.greenhouse.io/7shifts/jobs/5563827004?utm_source=Simplify&ref=Simplify,2mo
Numeric,Software Engineer – Early Career,"New York, NY",https://jobs.ashbyhq.com/numeric/75fb980e-623a-4b92-932b-4ff3ae6fc2e8/application?utm_source=Simplify&ref=Simplify,2mo
N1,Software Engineer (Backend Rust),"New York, NY",https://jobs.ashbyhq.com/n1/99a78724-a7eb-4801-9e75-cf4465950567?utm_source=Simplify&ref=Simplify,2mo
↳,New Grad Software Engineer (Backend Rust),"New York, NY",https://jobs.ashbyhq.com/n1/a3e25c84-0846-454a-b2fc-a356c2a713bd?utm_source=Simplify&ref=Simplify,2mo
↳,New Grad Software Engineer (Full Stack),"New York, NY",https://jobs.ashbyhq.com/n1/73724fe2-9a93-4a60-b349-4fd3d2efa94a?utm_source=Simplify&ref=Simplify,2mo
Numeric,Software Engineer – Early Career,"San Francisco, CANew York, NY",https://jobs.ashbyhq.com/numeric/f9c9e075-7799-414f-8601-f770c0cd9061/application?utm_source=Simplify&ref=Simplify,2mo
Themis Insight,Software Engineer 1,"Odenton, MD",,1d
Comcast,Front End Software Engineer 1,"Chicago, ILReston, VA",,1d
🔥 Visa,Software Engineer I,"Austin, TX",,2d
Peraton,Junior Software Engineer,"King George County, VA",,2d
The Travelers Companies,Software Engineer I - Enterprise AI for Operations - Aws - Python,"Hartford, CTSt Paul, MN",,4d
RTX,2025 Fulltime - Raytheon Missile Defense Sensors Software Engineer I,"Burlington, MA",,4d
ZOLL Medical Corporation,Software Engineer I - Applications,"Lowell, MABroomfield, CO",,4d
Hewlett Packard Enterprise,Systems/Software Engineer I,"San Jose, CA",,7d
↳,Systems/Software Engineer I,"Spring, TX",,7d
Mastercard,Software Engineer I - Backend - Java,"Vancouver, BC, Canada",,7d
KBR,Software Developer – Entry Level,"Maui, Hawaii",,7d
TekSynap,Junior Software Developer,"11 locationsKansasDelawareIowaFloridaWaterbury, CTGeorgiaArizonaVirginiaArkansasUnited StatesIdaho",,7d
BlueCross BlueShield of Tennessee,Associate Software Engineer I,"Chattanooga, TN",,8d
🔥 Meta,Software Engineer (University Grad) 🛂,"9 locationsSunnyvale, CABellevue, WAMenlo Park, CASeattle, WABurlingame, CAWashington, DCBoston, MANew York, NYSan Francisco, CA",,9d
Boeing,Software and Electrical Systems Simulation Integration Engineer,"Miami, FLNew York, NY",,10d
🔥 Salesforce,Software Engineering AMTS – New Grad,"4 locationsPalo Alto, CASeattle, WASFBellevue, WA",,10d
DIRECTV,IT Software Engineer 1,Remote in USA,,13d
SS&C,Junior AI-Assisted Software Engineer,"South Orange, NJ",,14d
Global Relay,Junior Software Developer Engineer in Test - C#,"Vancouver, BC, Canada",,14d
Esri,Software Developer Engineer I,"West Redlands, Redlands, CA",,14d
FourKites,Software Engineer I,"Chicago, IL",,15d
🔥 Uber,Software Engineer I - Backend,"Sunnyvale, CA",,16d
The Travelers Companies,Software Engineer I - Aws,"Baltimore, MD",,16d
Medtronic,Software Engineer I - CRM,"Blaine, MN",,17d
Broadcom Limited,Entry level Mainframe Software Development Engineer,"Downers Grove, IL",,17d
RTX,Software Engineer I,"Burlington, MA",,17d
RTX,Back End Processing Network Engineer I,"Bristol, RI",,18d
Zoro,Software Engineer I - Release Platform,"Chicago, IL",,18d
Terex,Software Engineer I - 3rd Eye,"Austin, TXChattanooga, TN",,21d
Quantinuum,Software Engineer I 🇺🇸,"Broomfield, CO",,21d
Esri,Software Development Engineer I 🇺🇸,"St. Louis, MO",,22d
↳,Software Development Engineer I 🇺🇸,"St. Louis, MO",,22d
Motorola,Junior Software Developer,"West Valley City, UT",,22d
Global Payments,Mainframe Software Engineer I or Above,"Columbus, GA",,22d
Leidos,Junior Software Engineer 🇺🇸,"Gaithersburg, MD",,23d
🔥 Uber,Software Engineer I - Platforms,"SFSunnyvale, CA",,23d
Chewy,Software Engineer I,"Bellevue, WA",,23d
Esri,.NET/C# Software Development Engineer I - SDK,"West Redlands, Redlands, CA",,23d
RTX,Software Engineer I,"Richardson, TX",,24d
TripAdvisor,Software Engineer I,Remote in Canada,,26d
Perforce,Software Engineer I,"Belfast, UK",,26d
Maybern,Software Engineer – New Grad,NYC,,28d
Amentum,Entry Level Software Developer,"Dahlgren, VA",,28d
↳,Entry Level Software Developer,"Dahlgren, VA",,28d
↳,Entry Level Software Developer,"Dahlgren, VA",,28d
↳,Entry Level Software Developer,"Dahlgren, VA",,28d
RTX,Cyber/Electronic Warfare Research Engineer I,"Columbia, MD",,28d
Esri,Software Development Engineer I,"St. Louis, MO",,28d
↳,Software Development Engineer I,"St. Louis, MO",,28d
Activate Group,Junior Software Developer,Remote in UK,,29d
Franklin St,Software Engineer I,"Tampa, FL",,29d
Broadcom Limited,Junior R & D Software Engineer,"Palo Alto, CA",,1mo
mthree,Junior Software Engineer,"Dallas, TX",,1mo
Chewy,Software Engineer I,"Seattle, WABellevue, WA",,1mo
Clarity Innovations,Junior Information System Security Engineer - Isse,"Reston, VAColumbia, MD",,1mo
Qualtrics,Software Engineer I,"Seattle, WA",,1mo
↳,Software Engineer I - Foundation,"Provo, UT",,1mo
Truist,Testing Software Engineer I,"Charlotte, NC",,1mo
mthree,Mthree – Junior Software Developer,"Multiple Locations, UK",,1mo
Iridium Communications,Engineer I - Software Developer,"Reston, VAChandler, AZ",,1mo
PDI Technologies,Software Engineer I,"Temple, TX",,1mo
Akamai Technologies,Software Engineer I,Remote in USA,,1mo
Iridium Communications,Engineer I - Software Developer,"Reston, VAChandler, AZ",,1mo
Cox,Software Engineer I,"Atlanta, GA",,1mo
↳,Software Engineer I,"Oklahoma City, OKAtlanta, GA",,1mo
Sierra Nevada Coporation,Software Engineer I,"Southern Pines, NCReston, VA",,1mo
Motorola,Entry Level Software Engineer,"Edinburgh, UK",,1mo
Chewy,Software Engineer I,"Boston, MAFort Lauderdale, FL",,1mo
🔥 Meta,Software Engineer – University Grad - Research Infrastructure,"Burlingame, CARedmond, WA",,1mo
LexisNexis Risk Solutions,Software Engineer I,"Surrey, BC, Canada",,1mo
State Street,Software Engineer I,"Burlington, MA",,1mo
Gentex Corporation,Software Engineer I - Plm,"Holland, MI",,1mo
The Boeing Company,Entry Level Full-Stack Software Engineer,"Aurora, COChantilly, VA",,1mo
Twilio,Software Engineer – Early Career - Messaging API,United States,,1mo
Noom,Software Engineer – New Grad,"Princeton, NJ",,1mo
FourKites,Software Engineer I,Remote in USA,,1mo
Expedia,Eggp – Software Development Engineer I,"Seattle, WA",,1mo
Cox,Software Engineer I,"Draper, UT",,1mo
Plusgrade,Junior Software Developer / Développeur logiciel junior,"Montreal, QC, Canada",,1mo
RTX,Software Engineer I - Java,"Fulton, MD",,1mo
Chewy,Software Engineer I,"Boston, MA",,1mo
Expedia Group,Eggp – Software Development Engineer I,"London, UK",,1mo
🔥 Uber,Software Engineer I - Authorization Platform,"Seattle, WASFSunnyvale, CA",,1mo
USAA,Software Engineer I,"San Antonio, TX",,1mo
Chewy,Software Engineer I,"Boston, MA",,1mo
WebFX,Entry Level Software Engineer,"Harrisburg, PA",,1mo
SMX,Junior Software Engineer - Ts/Sci CI Poly,"Chantilly, VA",,2mo
🔥 Uber,Graduate 2025 Software Engineer I,"Toronto, ON, Canada",,2mo
↳,Graduate 2025 Software Engineer I,"Toronto, ON, Canada",,2mo
Sentry,Software Engineer – New Grad,"Toronto, ON, Canada",,2mo
Qualtrics,Software Engineer I - Research Methodologies,"Seattle, WA",,2mo
Blue Yonder,Software Engineer I,"Dallas, TX",,2mo
Aledade,Software Engineer I,"Bethesda, MD",,2mo
Rockwell Automation,Early in Career Windows Software Engineer - C++ - C#,"Phoenix, AZ",,2mo
Mastercard,Software Engineer I,"London, UK",,2mo
Persona,Software engineer – New grad,SF,,2mo
7shifts,Junior Software Developer,"Toronto, ON, Canada",,2mo
Twilio,Software Engineer – Early Career - Messaging API,Remote in USA,,2mo
Truist,Software Engineer I,NYC,,2mo
Ultra Intelligence and Communications,Software Engineer 1,"Austin, TXHuntsville, AL",,2mo
Truist,Software Engineer I (broken link),NYC,,2mo
Nutanix,Software Engineer 1 / Early Career - C++/Go/Linux/AWS-S3,"Durham, NC",,2mo
Affirm,Software Engineer I - Backend - Identity Decisioning,Remote in Canada,,2mo
↳,Software Engineer I - Backend - Identity Decisioning,Remote in USA,,2mo
Tower Research Capital,Software Engineer – New Grad - C++,"New York, NY",,2mo
Procter & Gamble (P&G),Junior Software Developer,"Newcastle upon Tyne, UK",,2mo
Amentum,Entry Level Software Engineer,"Fredericksburg, VADahlgren, VA",,2mo
↳,Entry Level Software Engineer,"Fredericksburg, VADahlgren, VA",,2mo
↳,Entry Level Software Engineer,"Fredericksburg, VADahlgren, VA",,2mo
Relativity Space,Software Engineer I - Factory Platform,"Long Beach, CA",,2mo
RTX,Software Engineer I,"Richardson, TX",,2mo
↳,Software Development Engineer I,"Bristol, RI",,2mo
↳,Software Engineer I,"Richardson, TX",,2mo
Hyperproof,Entry Level Full Stack AI Engineer,Remote in USARemote in Canada,,2mo
Esri,3D Software Engineer I - Scene Layers,"West Redlands, Redlands, CA",,2mo
Cadence Design Systems,C++ Software Engineer – New College Grad,"Burlington, MA",,2mo
Relativity Space,Software Engineer I - Factory Platform,"Long Beach, CA",,2mo
Comcast,Engineer 1 - Software Dev/Eng - Full Stack,"Philadelphia, PA",,2mo
RTX,Software Engineer I - Java,"Fulton, MD",,2mo
Cox,Software Engineer 1,"Carmel, IN",,2mo
Omnicell,Software Engineer I,"Cranberry Twp, PA",,2mo
Amentum,Entry Level Software Developer,"Dahlgren, VA",,2mo
Truist,Software Engineer I / Ncino Developer,"Atlanta, GA",,2mo
Qualtrics,Software Engineer I - Foundation,"Seattle, WAReston, VA",,2mo
Robert Half,Software Engineer I,"San Ramon, CA",,2mo
Medtronic,Software Engineer I,"Northridge, LASan Diego, CA",,2mo
Yahoo,Software Dev Engineer I - Data Platforms,"Urbana, IL",,2mo
CACI,Junior Software Developer,"Dulles, VA",,2mo
🔥 TikTok,Product Manager Ads Measurement Graduate (Measurement Signal and Privacy Product),"San Jose, CA",https://lifeattiktok.com/search/7538903496654407943?utm_source=Simplify&ref=Simplify,3d
↳,Product Manager Ads Attribution and Measurement Graduate (Measurement Signal and Privacy Product),"San Jose, CA",https://lifeattiktok.com/search/7538896306908252434?utm_source=Simplify&ref=Simplify,3d
🔥 Databricks,Associate Product Manager – New Grad - 2026 Start,"SFBellevue, WAMountain View, CA",https://boards.greenhouse.io/embed/job_app?token=7586263002&utm_source=Simplify&ref=Simplify,11d
🔥 TikTok,Product Manager (TikTok-Product-Social and Creation) - 2025 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7400808756194461961?utm_source=Simplify&ref=Simplify,18d
🔥 Adobe,2026 University Graduate - Machine Learning Engineer 🎓,"SFSan Jose, CA",https://adobe.wd5.myworkdayjobs.com/external_experienced/job/San-Jose/XMLNAME-2026-University-Graduate---Machine-Learning-Engineer_R158632?utm_source=Simplify&ref=Simplify,0d
Toyota Connected,Machine Learning Engineer – Entry Level,"Plano, TX",https://boards.greenhouse.io/embed/job_app?token=8133318002&utm_source=Simplify&ref=Simplify,0d
GEICO,Data Scientist I 🛂,"Chevy Chase, MD",https://geico.wd1.myworkdayjobs.com/en-US/External/job/Chevy-Chase-MD/Data-Scientist-I_R0059612?utm_source=Simplify&ref=Simplify,1d
Hewlett Packard Enterprise,Data Science Graduate,"Spring, TX",https://hpe.wd5.myworkdayjobs.com/en-US/acjobsite/job/Spring-Texas-United-States-of-America/Data-Science-Graduate_1192963?utm_source=Simplify&ref=Simplify,1d
Cellular Sales,Junior Data Engineer,"Knoxville, TN",https://careers-cellularsales.icims.com/jobs/19001/job?utm_source=Simplify&ref=Simplify,1d
Cellular Sales,Junior Data Engineer,"Knoxville, TN",https://careers-cellularsales.icims.com/jobs/19001/junior-data-engineer/job?utm_source=Simplify&ref=Simplify,2d
Walmart,Data Scientist III,"Sunnyvale, CA",https://walmart.wd5.myworkdayjobs.com/en-US/WalmartExternal/job/Sunnyvale-CA/XMLNAME-2025-Intern-Conversion--2026-FT-Data-Scientist-III---Sunnyvale--CA_R-2251073?utm_source=Simplify&ref=Simplify,2d
Worldpay,Data Engineer I,"Cincinnati, OH",https://worldpay.wd5.myworkdayjobs.com/Worldpay_External_Careers_Site/job/US-OH-CIN-8500/Data-Engineer-I_JR0607009-1?utm_source=Simplify&ref=Simplify,2d
🔥 NVIDIA,"Deep Learning Software Engineer, FlashInfer","Santa Clara, CA",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Deep-Learning-Software-Engineer--FlashInfer---New-College-Grad-2025_JR2002086?utm_source=Simplify&ref=Simplify,3d
Citadel Securities,Machine Learning Researcher 🎓,"Miami, FLNew York, NY",https://www.citadelsecurities.com/careers/details/machine-learning-researcher-phd-graduate-us/?utm_source=Simplify&ref=Simplify,3d
Applied Intuition,Research Engineer – New Grad 🎓,"Mountain View, CA",https://boards.greenhouse.io/appliedintuition/jobs/4489207005?utm_source=Simplify&ref=Simplify,3d
Housecall Pro,Graduate AI Solutions Specialist,"Denver, CO",https://www.housecallpro.com/careers/open-positions/?gh_jid=5620132004&utm_source=Simplify&ref=Simplify,4d
Chord Energy,Junior Data Engineer Azure,"Houston, TX",https://chordenergy.wd1.myworkdayjobs.com/external/job/Houston-TX---Corporate/Junior-Data-Engineer-Azure_R0002251-1?utm_source=Simplify&ref=Simplify,4d
🔥 Pinterest,Machine Learning Engineer I - Monetization Engineering,"Palo Alto, CASeattle, WASF",https://www.pinterestcareers.com/job-form?gh_jid=7172308&utm_source=Simplify&ref=Simplify,4d
Harris,Junior Computational Linguist,"10 locationsVAWIAZTNMIMAMOCONMRemote, London, UK",https://harriscomputer.wd3.myworkdayjobs.com/en-US/1/job/Virginia-United-States/Junior-Computational-Linguist_R0031051-4?utm_source=Simplify&ref=Simplify,6d
🔥 TikTok,Machine Learning Engineer Graduate (Monetization Technology - TikTok Ads Creative & Ecosystem) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7535606471191824647?utm_source=Simplify&ref=Simplify,8d
🔥 ByteDance,Software Engineer Graduate (Applied Machine Learning - Enterprise) - 2026 Start (BS/MS),"San Jose, CA",https://joinbytedance.com/search/7532538236133902599?utm_source=Simplify&ref=Simplify,8d
↳,Software Engineer Graduate (Applied Machine Learning - MLDev) - 2026 Start (BS/MS),"San Jose, CA",https://joinbytedance.com/search/7535233571066349842?utm_source=Simplify&ref=Simplify,8d
Blue Origin,Machine Learning Engineer/Scientist I – Early Career 2025 University Grad,"Seattle, WAKent, WA",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Machine-Learning-Engineer-Scientist-I---Early-Career-2025-University-Grad_R54164?utm_source=Simplify&ref=Simplify,8d
Jump Trading,Campus ML Engineer (Full-Time),"Chicago, ILNew York, NY",https://www.jumptrading.com/careers/7141620/?gh_jid=7141620&utm_source=Simplify&ref=Simplify,9d
↳,Campus AI Researcher (Full-Time),"Chicago, ILNew York, NY",https://www.jumptrading.com/careers/7141658/?gh_jid=7141658&utm_source=Simplify&ref=Simplify,9d
Applied Intuition,Research Scientist - New Grad,"Mountain View, CA",https://job-boards.greenhouse.io/appliedintuition/jobs/4489211005?utm_source=Simplify&ref=Simplify,10d
Analytical Mechanics Associates,AI/ML Research Associate 🇺🇸,"Hampton, VARemote",https://amainc.wd12.myworkdayjobs.com/en-US/ama_careers/job/Hampton-VA/AI-ML-Research-Associate_R-100359?utm_source=Simplify&ref=Simplify,11d
The Home Depot,Associate Data Scientist - MET 🛂,"Atlanta, GA",https://homedepot.wd5.myworkdayjobs.com/en-US/careerdepot/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Associate-Data-Scientist---MET_Req153698-1?utm_source=Simplify&ref=Simplify,11d
🔥 Databricks,Data Scientist,"Mountain View, CASan Francisco, CA",https://www.databricks.com/company/careers/university-recruiting/data-scientist---new-grad-2026-start-6866554002?gh_jid=6866554002&utm_source=Simplify&ref=Simplify,11d
🔥 Tesla,"Machine Learning Engineer, Model Optimization & Deployment, Optimus","Palo Alto, CA",https://www.tesla.com/careers/search/job/247659?utm_source=Simplify&ref=Simplify,14d
🔥 TikTok,Machine Learning Engineer - Search E-Commerce,"Seattle, WA",https://lifeattiktok.com/search/7534641634584185095?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,14d
🔥 NVIDIA,"Research Scientist, Robotics Research","Seattle, WA",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-WA-Seattle/Research-Scientist--Robotics-Research---New-College-Grad-2025_JR2001017?utm_source=Simplify&ref=Simplify,15d
🔥 TikTok,Machine Learning Engineer – University Graduate - E-Commerce Risk Control - Phd 🎓,"Seattle, WA",https://lifeattiktok.com/search/7389784303494580490?utm_source=Simplify&ref=Simplify,15d
↳,Machine Learning Engineer – University Graduate - E-Commerce Recommendation/Search Alliance - Phd 🎓,"Seattle, WA",https://lifeattiktok.com/search/7374538073428478259?utm_source=Simplify&ref=Simplify,15d
🔥 TikTok,"Research Scientist - CV/NLP/Multimodal LLM, Trust and Safety - 2026 Start (BS/MS)","Seattle, WA",https://lifeattiktok.com/search/7530771170938865928?utm_source=Simplify&ref=Simplify,18d
↳,Machine Learning Engineer (Lead Ads Technology) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7532240517976721671?utm_source=Simplify&ref=Simplify,18d
↳,Software Engineer (Ads ML Infrastructure) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7531158600791705874?utm_source=Simplify&ref=Simplify,18d
Qualtrics,Machine Learning Engineer 🛂,"Seattle, WA",https://www.qualtrics.com/careers/us/en/job/QUALUS6580294EXTERNALENUS/Machine-Learning-Engineer?utm_source=Simplify&ref=Simplify,18d
🔥 TikTok,New Grad 2026: Machine Learning Engineer (Commerce Ads),"San Jose, CA",https://lifeattiktok.com/search/7531158608336242962?utm_source=Simplify&ref=Simplify,20d
↳,New Grad 2026: Machine Learning/Research Engineer (Ads Core Global),"San Jose, CA",https://lifeattiktok.com/search/7532349111480273159?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,20d
The Travelers Companies,Software Engineer I - Artificial Intelligence in Underwriting,"Hartford, CTSt Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/MN---St-Paul/Software-Engineer-I---Artificial-Intelligence-in-Underwriting_R-45455?utm_source=Simplify&ref=Simplify,22d
SHEIN,Big Data Engineer I 🎓,"San Diego, CA",https://job-boards.greenhouse.io/shein/jobs/4825893008?utm_source=Simplify&ref=Simplify,23d
LMI,Junior Data Analyst - TS/SCI Required,"Washington, DC",https://careers-lmi.icims.com/jobs/12942/junior-data-analyst---ts-sci-required/job?utm_source=Simplify&ref=Simplify,23d
Spotify,Associate Machine Learning Engineer,"New York, NY",https://jobs.lever.co/spotify/21c24edb-f625-4895-ad23-5a6320d54813?utm_source=Simplify&ref=Simplify,23d
🔥 Lyft,PhD New Grad - Data Scientist - Algo - Inference - Driver Incentives 🎓,"Toronto, ON, Canada",https://app.careerpuck.com/job-board/lyft/job/8089317002?gh_jid=8089317002&utm_source=Simplify&ref=Simplify,1mo
🔥 Pinterest,Machine Learning Engineer I 🎓,SFRemote in USA,https://www.pinterestcareers.com/job-form?gh_jid=6864992&utm_source=Simplify&ref=Simplify,1mo
PJM,Data Engineer I,"King of Prussia, PA",,22d
EvenUp,Early Career Machine Learning Engineer,"Toronto, ON, Canada",,25d
Machinify,Data Engineer I,"Palo Alto, CA",,1mo
Caterpillar Inc.,Aftermarket Data Engineer I - Cat Digital,"Chicago, IL",,1mo
Expedia,Data Engineer I,"Seattle, WA",,1mo
Fifth Third Bank,Consumer IT - Data Engineer I,"Cincinnati, OH",,1mo
USAA,Data Engineer I,"San Antonio, TX",,1mo
Xapien,Junior Applied Research Engineer – Graduate,"London, UK",,1mo
Guidewire,Machine Learning Engineer I - Generative AI,"San Mateo, CA",,1mo
EvenUp,Early Career Machine Learning Engineer,"San Francisco, CAToronto, ON",,2mo
Capital Rx,Data Engineer I,"New York, NYDenver, CO",,2mo
Tyson Foods,Data Engineer I,"Springdale, AR",,2mo
🔥 Meta,Data Engineer – University Grad,"London, UK",,2mo
Tyson Foods,Data Engineer I,"Springdale, AR",,2mo
Taco Bell,Data Engineer I,"Irvine, CA",,2mo
Fifth Third Bank,Data Engineer I - Regulatory Reporting,"Cincinnati, OH",,2mo
USAA,Data Engineer – Entry Level,"Plano, TX",,2mo
TD Bank,Machine Learning Engineer I,"Toronto, ON, Canada",,2mo
BlackRock,"Associate, Quantitative Modeler","New York, NY",https://blackrock.wd1.myworkdayjobs.com/en-US/blackrock_professional/job/New-York-NY/Associate--Quantitative-Modeler_R250300?utm_source=Simplify&ref=Simplify,2d
Prudential Financial,"PGIM Quantitative Solutions, Portfolio Management Investment Associate","Newark, NJ",https://pru.wd5.myworkdayjobs.com/en-US/careers/job/Newark-NJ-USA/PGIM-Quantitative-Solutions--Portfolio-Management-Investment-Associate--Hybrid-_R-121848-1?utm_source=Simplify&ref=Simplify,2d
Citadel Securities,Quantitative Researcher – PhD Graduate 🎓,"Miami, FLNew York, NY",https://www.citadelsecurities.com/careers/details/quantitative-researcher-phd-graduate-us/?utm_source=Simplify&ref=Simplify,3d
