company,role,location,link,age
Apex Fintech Solutions,Software Engineer I - Aldp,"Austin, TX",https://peak6group.wd1.myworkdayjobs.com/apexfintechsolutions/job/Austin-TX/Software-Engineer-I--ALDP-_JR103414-1?utm_source=Simplify&ref=Simplify,27d
AG Technologies,Hiring Entry Level Software Engineer,"San Francisco, CA",https://jobs.smartrecruiters.com/AGTechnologies1/743999655719751?utm_source=Simplify&ref=Simplify,28d
Applied Intuition,Software Engineer,"Mountain View, CA",https://job-boards.greenhouse.io/appliedintuition/jobs/4592025005?gh_jid=4592025005&utm_source=Simplify&ref=Simplify,28d
AG Technologies,Entry Level Software Engineer 🎓,"Chesterfield, MO",https://jobs.smartrecruiters.com/AGTechnologies1/100730616?utm_source=Simplify&ref=Simplify,28d
AG Technologies,Hiring Entry Level Software Engineer 🎓,"Dallas, TX",https://jobs.smartrecruiters.com/AGTechnologies1/112610151?utm_source=Simplify&ref=Simplify,28d
Applied Intuition,Software Engineer - New Grad,"Mountain View, CA",https://job-boards.greenhouse.io/appliedintuition/jobs/4592025005?utm_source=Simplify&ref=Simplify,28d
Anduril Industries,Early Career Software Engineer 🇺🇸,"Seattle, WA",https://boards.greenhouse.io/andurilindustries/jobs/4824364007?utm_source=Simplify&ref=Simplify,28d
Anduril Industries,Early Career Software Engineer 🇺🇸,"Atlanta, GA",https://boards.greenhouse.io/andurilindustries/jobs/4824378007?utm_source=Simplify&ref=Simplify,28d
AG Technologies,Hiring Entry Level Software Engineer 🎓,"San Jose, CA",https://jobs.smartrecruiters.com/AGTechnologies1/743999655794970?utm_source=Simplify&ref=Simplify,28d
Prosidian Consulting,ITSM IT Security Engineer I 🇺🇸,"Washington, DC",https://jobs.smartrecruiters.com/prosidianconsulting/743999691677974?utm_source=Simplify&ref=Simplify,28d
Remodel Health,Junior Software Engineer,"Indianapolis, IN",https://remodelhealth.com/resources/job/?gh_jid=4880033008&utm_source=Simplify&ref=Simplify,28d
Anduril Industries,"Software Engineer, Connected Warfare 🇺🇸","Costa Mesa, CA",https://job-boards.greenhouse.io/andurilindustries/jobs/4776690007?gh_jid=4776690007&gh_src=&utm_source=Simplify&ref=Simplify,28d
Anduril Industries,Early Career Software Engineer 🇺🇸,"Costa Mesa, CA",https://job-boards.greenhouse.io/andurilindustries/jobs/4802146007?gh_jid=4802146007&gh_src=&utm_source=Simplify&ref=Simplify,28d
AG Technologies,Hiring Entry Level Software Engineer 🎓,"San Diego, CA",https://jobs.smartrecruiters.com/AGTechnologies1/743999652483007?utm_source=Simplify&ref=Simplify,28d
AG Technologies,Hiring Entry Level Software Engineer 🎓,"San Diego, CA",https://jobs.smartrecruiters.com/AGTechnologies1/743999651146019?utm_source=Simplify&ref=Simplify,28d
AG Technologies,Hiring Entry Level Software Engineer,"San Francisco, CA",https://jobs.smartrecruiters.com/AGTechnologies1/743999659380716?utm_source=Simplify&ref=Simplify,28d
AG Technologies,Hiring Entry Level Software Engineer,"San Francisco, CA",https://jobs.smartrecruiters.com/AGTechnologies1/116232946?utm_source=Simplify&ref=Simplify,28d
AG Technologies,Hiring Entry Level Software Engineer 🎓,"Flower Mound, TX",https://jobs.smartrecruiters.com/AGTechnologies1/743999659489800?utm_source=Simplify&ref=Simplify,28d
HNTB,Returning New Grad Software Engineer I,"Chicago, IL, Kansas City, MO, Overland Park, KS",https://hntb.wd5.myworkdayjobs.com/HNTB_Careers/job/Kansas-City-MO/Returning-New-Grad-Software-Engineer-I--Great-Lakes-Division--For-Current-Former-HNTB-Interns-Only_R-26770-1?utm_source=Simplify&ref=Simplify,29d
AG Technologies,Hiring Entry Level Software Engineer 🎓,"Dallas, TX",https://jobs.smartrecruiters.com/AGTechnologies1/108734797?utm_source=Simplify&ref=Simplify,29d
AG Technologies,Hiring Entry Level Software Engineer,"New York, NY",https://jobs.smartrecruiters.com/AGTechnologies1/743999655720227?utm_source=Simplify&ref=Simplify,29d
🔥 Databricks,Software Engineer – New Grad - Distributed Data Systems - 2025 Start,"Bellevue, WA, Mountain View, CA",https://boards.greenhouse.io/embed/job_app?token=6865704002&utm_source=Simplify&ref=Simplify,1mo
🔥 Databricks,Software Engineer – New Grad - 2026 Start,"Mountain View, CA",https://boards.greenhouse.io/embed/job_app?token=6865698002&utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,Software Engineer Graduate Social - 2026 Start,"Los Angeles, CA",https://lifeattiktok.com/search/7532626482364909842?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"SDET, Software Development Engineer in Test","San Jose, CA",https://lifeattiktok.com/search/7533739605041645832?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,1mo
Ping Identity,Software Engineer I,"Denver, CO",https://job-boards.greenhouse.io/pingidentity/jobs/8084784002?utm_source=Simplify&ref=Simplify,1mo
🔥 Oracle,Undergrad Software Engineer 🛂,"Seattle, WA",https://careers.oracle.com/en/sites/jobsearch/job/304100?utm_source=Simplify&ref=Simplify,1mo
i3,Entry Level Full-Stack Software Engineer,"Huntsville, AL",https://careers-i3-corps.icims.com/jobs/4833/job?utm_source=Simplify&ref=Simplify,1mo
🔥 Roblox,Software Engineer – Early Career,"San Mateo, CA",https://careers.roblox.com/jobs/7114754?gh_jid=7114754&utm_source=Simplify&ref=Simplify,1mo
Five Rings,Software Developer,"New York, NY",https://job-boards.greenhouse.io/fiveringsllc/jobs/4816999008?utm_source=Simplify&ref=Simplify,1mo
i3,Full-Stack Software Engineer 🇺🇸,"Hunstville, AL",https://careers-i3-corps.icims.com/jobs/4833/entry-level-full-stack-software-engineer/job?utm_source=Simplify&ref=Simplify,1mo
Bree,Software Engineer – New Graduate,"Toronto, ON, Canada",http://jobs.ashbyhq.com/bree/a337beb6-37a1-45f8-b650-602937a9adab/application?utm_source=Simplify&ref=Simplify,1mo
BRM,Entry Level Software Engineer,"San Francisco, CA",https://jobs.ashbyhq.com/brm.ai/05cad7f7-2194-480d-8e70-7338cfd2a189/application?utm_source=Simplify&ref=Simplify,1mo
SimIS,Junior Software Developer - Modeling & Simulation 🇺🇸,"Suffolk, VA",https://simisinc.applytojob.com/apply/ViiE78Quow/Junior-Software-Developer-Modeling-Simulation?utm_source=Simplify&ref=Simplify,1mo
🔥 Ramp,Software Engineer - Frontend,"New York, NY",https://jobs.ashbyhq.com/ramp/a1229aec-1105-4c47-8533-b912e732ed89?utm_source=Simplify&ref=Simplify,1mo
🔥 ByteDance,Backend Software Engineer (Customer Service Platform) - 2026 Start (BS/MS),"Seattle, WA",https://jobs.bytedance.com/en/position/7527836662400026898/detail?utm_source=Simplify&ref=Simplify,1mo
🔥 ByteDance,3D Graphics Software Engineer (PICO Foundation) - 2026 Start (BS/MS),"San Jose, CA",https://jobs.bytedance.com/en/position/7532618536427391240/detail?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Software Engineer, Short Video - 2026 Start (BS/MS)","Los Angeles, CA",https://lifeattiktok.com/search/7532629935644002578?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,Software Engineer (Ads Measurement Signal Technology) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7531161909615593735?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Software Engineer, Short Video - 2026 Start (BS/MS)","Seattle, WA",https://lifeattiktok.com/search/7532626300897937682?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Software Engineer, Risk and Response - 2026 Start (BS/ MS)","Seattle, WA",https://lifeattiktok.com/search/7530759738491226386?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Software Engineer, Live-Foundation-Ecosystem - 2026 Start (BS/MS)","San Jose, CA",https://lifeattiktok.com/search/7532631803707738376?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Software Engineer, Short Video - 2026 Start (BS/MS)","San Jose, CA",https://lifeattiktok.com/search/7532627069594224903?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Software Development, Engineer in Test (Trust and Safety) - 2026 Start (BS/MS)","San Jose, CA",https://lifeattiktok.com/search/7530765464767826184?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,Software Engineer (Monetization Technology - Ads Creative) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7532457296103295239?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Software Engineer, Music - 2026 Start (BS/MS)","San Jose, CA",https://lifeattiktok.com/search/7532627066714753288?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Backend Software Engineer, Trust and Safety - 2026 Start (BS/MS)","Seattle, WA",https://lifeattiktok.com/search/7530752375372466439?utm_source=Simplify&ref=Simplify,1mo
JPMorganChase,Software Engineer 🛂," Wilmington, DE, Austin, TX, Chicago, IL, Columbus, OH, Houston, TX, Jersey City, NJ, New York, NY, Palo Alto, CA, Plano, TX, Tampa, FL",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210649942?utm_source=Simplify&ref=Simplify,1mo
JPMorganChase,Software Engineer 🛂," Austin, TX, Chicago, IL, Columbus, OH, Houston, TX, Jersey City, NJ, New York, NY, Palo Alto, CA, Plano, TX, Tampa, FL, Wilmington, DE",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210649912?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,New Grad 2026: Software Engineer/Mobile Engineer Graduate (Monetization Technology - Ads Core Demonstration),"San Jose, CA",https://lifeattiktok.com/search/7532436539684702471?utm_source=Simplify&ref=Simplify,1mo
Sentry,Software Engineer – New Grad 🛂,"Toronto, ON, Canada",https://jobs.ashbyhq.com/sentry/143811c1-ec03-458b-9edf-32f002c818f0/application?utm_source=Simplify&ref=Simplify,1mo
Sentry,Software Engineer – New Grad,"San Francisco, CA",https://jobs.ashbyhq.com/sentry/96c8a4cc-23b9-4f3e-b360-38c1cc248491/application?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Production Infrastructure,"London, UK",https://jobs.lever.co/palantir/3f4dd595-2f57-4b5f-a50a-8d3084641ef8/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad - Infrastructure,"London, UK",https://jobs.lever.co/palantir/9265acce-12cd-4179-8c50-55d15963532b/apply?utm_source=Simplify&ref=Simplify,1mo
🔥 Palantir,Software Engineer – New Grad,"London, UK",https://jobs.lever.co/palantir/d372c805-d0cd-4a10-9522-fbecc78d6f3e/apply?utm_source=Simplify&ref=Simplify,1mo
The Travelers Companies,Software Engineer I - Aws - React - GenAI,"Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Software-Engineer-I--AWS--React--GenAI-_R-44034?utm_source=Simplify&ref=Simplify,1mo
The Travelers Companies,Software Engineer I - .Net / MERN / AWS,"Sparks, MD, Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/MN---St-Paul/Software-Engineer-I--Net---MERN---AWS-_R-43980?utm_source=Simplify&ref=Simplify,1mo
The Travelers Companies,Software Engineer I - Java - Aws - Jsf,"St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/MN---St-Paul/Software-Engineer-I--Java--AWS--JSF-_R-45189?utm_source=Simplify&ref=Simplify,1mo
IMEG,Full Stack Software Engineer 1," Las Vegas, NV, Naperville, IL, Indianapolis, IN, Houston, TX, LA, Pasadena, CA, Phoenix, AZ, Davenport, IA",https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Las-Vegas-NV/Full-Stack-Software-Engineer-1--Remote-_R-14878?utm_source=Simplify&ref=Simplify,1mo
M&T Bank,Technology Development Program - Software Engineering 🛂,"Buffalo, NY",https://mtb.wd5.myworkdayjobs.com/en-US/Campus/job/XMLNAME-2026-Technology-Development-Program---Software-Engineering_R72033?utm_source=Simplify&ref=Simplify,1mo
Twitch,Software Development Engineer I - Frontend & Mobile,"San Francisco, CA",https://job-boards.greenhouse.io/twitch/jobs/8093301002?utm_source=Simplify&ref=Simplify,1mo
Amentum,Entry Level Software Engineer/Software Tester,"Fredericksburg, VA, Dahlgren, VA",https://pae.wd1.myworkdayjobs.com/en-US/amentum_careers/job/US-VA-Dahlgren/Entry-Level-Software-Engineer-Software-Tester_R0142800?utm_source=Simplify&ref=Simplify,1mo
Northslope Technologies,Forward Deployed Software Engineer – New Grad,"New York, NY, London, UK",https://jobs.ashbyhq.com/northslope-technologies/7ccd126f-b127-4526-87f1-57408919c30a/application?utm_source=Simplify&ref=Simplify,1mo
Coalition,Software Engineer I,Remote in Canada,https://www.coalitioninc.com/job-posting/4560712005?utm_source=Simplify&ref=Simplify,1mo
Coalition,Software Engineer I,Remote in USA,https://www.coalitioninc.com/job-posting/4560711005?utm_source=Simplify&ref=Simplify,1mo
mthree,Junior Software Engineer," Salt Lake, UT, Houston, TX, Dalla, TX, New York, NY",https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4406180006?utm_source=Simplify&ref=Simplify,1mo
mthree,Développeur génie logiciel / Junior Software Developer,"Montreal, QC",https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4374767006?utm_source=Simplify&ref=Simplify,1mo
EvenUp,Software Engineer – New Graduate,"San Francisco, CA, Toronto, ON",https://jobs.ashbyhq.com/evenup/213e42cf-903d-4578-b3b5-df187780920d/application?utm_source=Simplify&ref=Simplify,1mo
Old Mission,College Graduates - Full-Time - Junior Software Engineer,"Chicago, IL",https://www.oldmissioncapital.com/careers/?gh_jid=6602927003&utm_source=Simplify&ref=Simplify,1mo

🔥 Roblox,"Associate Product Manager, Early Career 🇺🇸","San Mateo, CA",https://careers.roblox.com/jobs/7167343?utm_source=Simplify&ref=Simplify,5d
🔥 TikTok,Product Manager Ads Measurement Graduate (Measurement Signal and Privacy Product),"San Jose, CA",https://lifeattiktok.com/search/7538903496654407943?utm_source=Simplify&ref=Simplify,20d
🔥 TikTok,Product Manager Ads Attribution and Measurement Graduate (Measurement Signal and Privacy Product),"San Jose, CA",https://lifeattiktok.com/search/7538896306908252434?utm_source=Simplify&ref=Simplify,20d
🔥 Databricks,Associate Product Manager – New Grad - 2026 Start,"San Francisco, CA, Bellevue, WA, Mountain View, CA",https://boards.greenhouse.io/embed/job_app?token=7586263002&utm_source=Simplify&ref=Simplify,28d
🔥 TikTok,Product Manager (TikTok-Product-Social and Creation) - 2025 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7400808756194461961?utm_source=Simplify&ref=Simplify,1mo
Tax Relief Advocates,Junior Machine Learning Engineer,"Irvine, CA",https://job-boards.greenhouse.io/taxreliefadvocates/jobs/4759563008?utm_source=Simplify&ref=Simplify,0d
Boom,"Data Scientist, New Grad 🇺🇸","Denver, CO",https://job-boards.greenhouse.io/boomsupersonic/jobs/5643300004?utm_source=Simplify&ref=Simplify,0d
Morgan Stanley,Machine Learning Research Associate Program - PhD 🎓,"New York, NY",https://ms.wd5.myworkdayjobs.com/en-US/external/job/New-York-New-York-United-States-of-America/Machine-Learning-Research-Associate-Program---PhD_JR020171?utm_source=Simplify&ref=Simplify,0d
🔥 Adobe,2026 University Graduate - Machine Learning Engineer 🎓,"San Jose, CA",https://adobe.wd5.myworkdayjobs.com/external_experienced/job/San-Jose/XMLNAME-2026-University-Graduate---Machine-Learning-Engineer_R157573?utm_source=Simplify&ref=Simplify,1d
TD Securities,Machine Learning Engineer I,"Toronto, ON, Canada",https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers/job/Toronto-Ontario/Machine-Learning-Engineer-I_R_1443721?utm_source=Simplify&ref=Simplify,1d
🔥 Figma,Early Career - Data Scientist,"SF, NYC",https://boards.greenhouse.io/figma/jobs/5615025004?utm_source=Simplify&ref=Simplify,1d
Hewlett Packard Enterprise,Data Science Graduate,"Fort Collins, CO",https://hpe.wd5.myworkdayjobs.com/en-US/acjobsite/job/Ft-Collins-Colorado-United-States-of-America/Data-Science-Graduate--Colorado-_1193617?utm_source=Simplify&ref=Simplify,1d
Verisk,Junior Data Scientist,"London, UK, Norwich, UK",https://fa-ewmy-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs/job/1920?utm_source=Simplify&ref=Simplify,4d
PDI Technologies,Junior Machine Learning Engineer 🛂," Alpharetta, GA, Temple, TX, Dallas, TX, Houston, TX",https://jobs.lever.co/pditechnologies/dabd35a1-a15f-4702-8beb-f4c5d6a3d837?utm_source=Simplify&ref=Simplify,4d
Tria Federal,Data Analyst (BI/Reporting) Level I,"Falls Church, VA",https://triafed.com/jobs/?gh_jid=4890304008&utm_source=Simplify&ref=Simplify,4d
Tria Federal,Data Analyst (Developer) Level I,"Falls Church, VA",https://triafed.com/jobs/?gh_jid=4890318008&utm_source=Simplify&ref=Simplify,4d
qode.world,Junior Data Scientist,"Tampa, FL, Jackson Township, NJ, Dallas, TX",https://apply.workable.com/qodeworld/j/5E96914ADB/apply?utm_source=Simplify&ref=Simplify,5d
Canonical,Junior Data Engineer,Remote in UK,https://job-boards.greenhouse.io/canonical/jobs/6642917?utm_source=Simplify&ref=Simplify,5d
Bonterra,"EA-Data Engineer I, Services 🛂",Remote in USA,https://bonterra.wd1.myworkdayjobs.com/en-US/bonterratech/job/Remote-United-States/EA-Data-Engineer-I--Services_R2025-0310?utm_source=Simplify&ref=Simplify,5d
The Cigna Group,Technology Development Program (TECDP) - Artificial Intelligence 🇺🇸," St. Louis, MO, Morris Plains, NJ, Bloomfield, CT, Austin, TX",https://cigna.wd5.myworkdayjobs.com/en-US/cignacareers/job/St-Louis-MO/Technology-Development-Program--TECDP-----Artificial-Intelligence-Track---Start-Date--July-13--2026_25011433?utm_source=Simplify&ref=Simplify,5d
VIAVI,Early Careers Rotational Program - R&D Engineer (AI),"Minnetonka, MN",https://viavisolutions.wd1.myworkdayjobs.com/en-US/careers/job/Minnetonka-MN-USA/Early-Careers-Rotational-Program---R-D-Engineer--AI-_250003743-1?utm_source=Simplify&ref=Simplify,5d
Torc Robotics,Machine Learning Engineer I - App Engine - Cuda,"Ann Arbor, MI",https://job-boards.greenhouse.io/torcrobotics/jobs/8136080002?utm_source=Simplify&ref=Simplify,6d
TD Securities,Machine Learning Engineer I,"Toronto, ON, Canada",https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers/job/Toronto-Ontario/Machine-Learning-Engineer-I_R_1442146?utm_source=Simplify&ref=Simplify,7d
TD Bank,Machine Learning Engineer I,"Toronto, ON, Canada",https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/Toronto-Ontario/Machine-Learning-Engineer-I_R_1442223?utm_source=Simplify&ref=Simplify,11d
EvenUp,Early Career Machine Learning Engineer,"Toronto, ON, Canada, SF",https://jobs.ashbyhq.com/evenup/58e747cc-0572-4316-83c0-f112ee52e3b5/application?utm_source=Simplify&ref=Simplify,11d
Hewlett Packard Enterprise,AI and Machine Learning Engineer I Graduate,"Spring, TX",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Spring-Texas-United-States-of-America/AI-and-Machine-Learning-Engineer-I-Graduate_1192917-1?utm_source=Simplify&ref=Simplify,12d
Susquehanna International Group (SIG),Software Developer – New Grad - Sprc,"Ardmore, PA",https://careers-sig.icims.com/jobs/9716/job?utm_source=Simplify&ref=Simplify,14d
🔥 Google,Software Engineer – Early Career - PhD - AI/Machine Learning 🎓," Madison, WI, Seattle, WA, Raleigh, NC, San Bruno, CA, Durham, NC, Kirkland, WA, NYC, Sunnyvale, CA, Mountain View, CA, Atlanta, GA",https://www.google.com/about/careers/applications/jobs/results/122258040807137990?utm_source=Simplify&ref=Simplify,14d
Perr & Knight,Associate AI Developer," Charlotte, NC, Boca Raton, FL, Santa Monica, CA, Newark, NJ",https://jobs.lever.co/perrknight/b47e39ce-e26f-48aa-b53a-f93c87544101?utm_source=Simplify&ref=Simplify,14d
Together AI,Machine Learning / Research Engineer,"San Francisco, CA",https://job-boards.greenhouse.io/togetherai/jobs/4835315007?utm_source=Simplify&ref=Simplify,14d
🔥 Adobe,2026 University Graduate - Machine Learning Engineer 🎓," Seattle, WA, SF, Austin, TX, San Jose, CA, NYC, Lehi, UT",https://adobe.wd5.myworkdayjobs.com/external_experienced/job/San-Jose/XMLNAME-2026-University-Graduate---Machine-Learning-Engineer_R158682?utm_source=Simplify&ref=Simplify,15d
Cellular Sales,Junior Data Engineer,"Knoxville, TN",https://careers-cellularsales.icims.com/jobs/19001/job?utm_source=Simplify&ref=Simplify,19d
Cellular Sales,Junior Data Engineer,"Knoxville, TN",https://careers-cellularsales.icims.com/jobs/19001/junior-data-engineer/job?utm_source=Simplify&ref=Simplify,19d
Citadel Securities,Machine Learning Researcher 🎓,"Miami, FL, New York, NY",https://www.citadelsecurities.com/careers/details/machine-learning-researcher-phd-graduate-us/?utm_source=Simplify&ref=Simplify,20d
Applied Intuition,Research Engineer – New Grad 🎓,"Mountain View, CA",https://boards.greenhouse.io/appliedintuition/jobs/4489207005?utm_source=Simplify&ref=Simplify,21d
Housecall Pro,Graduate AI Solutions Specialist,"Denver, CO",https://www.housecallpro.com/careers/open-positions/?gh_jid=5620132004&utm_source=Simplify&ref=Simplify,21d
Chord Energy,Junior Data Engineer Azure,"Houston, TX",https://chordenergy.wd1.myworkdayjobs.com/external/job/Houston-TX---Corporate/Junior-Data-Engineer-Azure_R0002251-1?utm_source=Simplify&ref=Simplify,22d
🔥 Pinterest,Machine Learning Engineer I - Monetization Engineering,"Palo Alto, CA, Seattle, WA, San Francisco, CA",https://www.pinterestcareers.com/job-form?gh_jid=7172308&utm_source=Simplify&ref=Simplify,22d
Harris,Junior Computational Linguist," VA, WI, AZ, TN, MI, MA, MO, CO, NM, Remote, London, UK",https://harriscomputer.wd3.myworkdayjobs.com/en-US/1/job/Virginia-United-States/Junior-Computational-Linguist_R0031051-4?utm_source=Simplify&ref=Simplify,23d
🔥 TikTok,Machine Learning Engineer Graduate (Monetization Technology - TikTok Ads Creative & Ecosystem) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7535606471191824647?utm_source=Simplify&ref=Simplify,25d
🔥 ByteDance,Software Engineer Graduate (Applied Machine Learning - Enterprise) - 2026 Start (BS/MS),"San Jose, CA",https://joinbytedance.com/search/7532538236133902599?utm_source=Simplify&ref=Simplify,25d
🔥 ByteDance,Software Engineer Graduate (Applied Machine Learning - MLDev) - 2026 Start (BS/MS),"San Jose, CA",https://joinbytedance.com/search/7535233571066349842?utm_source=Simplify&ref=Simplify,25d
Blue Origin,Machine Learning Engineer/Scientist I – Early Career 2025 University Grad,"Seattle, WA, Kent, WA",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Machine-Learning-Engineer-Scientist-I---Early-Career-2025-University-Grad_R54164?utm_source=Simplify&ref=Simplify,26d
Applied Intuition,Research Scientist - New Grad,"Mountain View, CA",https://job-boards.greenhouse.io/appliedintuition/jobs/4489211005?utm_source=Simplify&ref=Simplify,28d
🔥 Databricks,Data Scientist,"Mountain View, CA, San Francisco, CA",https://www.databricks.com/company/careers/university-recruiting/data-scientist---new-grad-2026-start-6866554002?gh_jid=6866554002&utm_source=Simplify&ref=Simplify,28d
🔥 Tesla,"Machine Learning Engineer, Model Optimization & Deployment, Optimus","Palo Alto, CA",https://www.tesla.com/careers/search/job/247659?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,Machine Learning Engineer - Search E-Commerce,"Seattle, WA",https://lifeattiktok.com/search/7534641634584185095?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,1mo
🔥 NVIDIA,"Research Scientist, Robotics Research","Seattle, WA",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-WA-Seattle/Research-Scientist--Robotics-Research---New-College-Grad-2025_JR2001017?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,Machine Learning Engineer – University Graduate - E-Commerce Risk Control - Phd 🎓,"Seattle, WA",https://lifeattiktok.com/search/7389784303494580490?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,Machine Learning Engineer – University Graduate - E-Commerce Recommendation/Search Alliance - Phd 🎓,"Seattle, WA",https://lifeattiktok.com/search/7374538073428478259?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,"Research Scientist - CV/NLP/Multimodal LLM, Trust and Safety - 2026 Start (BS/MS)","Seattle, WA",https://lifeattiktok.com/search/7530771170938865928?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,Machine Learning Engineer (Lead Ads Technology) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7532240517976721671?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,Software Engineer (Ads ML Infrastructure) - 2026 Start (BS/MS),"San Jose, CA",https://lifeattiktok.com/search/7531158600791705874?utm_source=Simplify&ref=Simplify,1mo
Qualtrics,Machine Learning Engineer 🛂,"Seattle, WA",https://www.qualtrics.com/careers/us/en/job/QUALUS6580294EXTERNALENUS/Machine-Learning-Engineer?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,New Grad 2026: Machine Learning Engineer (Commerce Ads),"San Jose, CA",https://lifeattiktok.com/search/7531158608336242962?utm_source=Simplify&ref=Simplify,1mo
🔥 TikTok,New Grad 2026: Machine Learning/Research Engineer (Ads Core Global),"San Jose, CA",https://lifeattiktok.com/search/7532349111480273159?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,1mo
SHEIN,Big Data Engineer I 🎓,"San Diego, CA",https://job-boards.greenhouse.io/shein/jobs/4825893008?utm_source=Simplify&ref=Simplify,1mo
LMI,Junior Data Analyst - TS/SCI Required,"Washington, DC",https://careers-lmi.icims.com/jobs/12942/junior-data-analyst---ts-sci-required/job?utm_source=Simplify&ref=Simplify,1mo
Spotify,Associate Machine Learning Engineer,"New York, NY",https://jobs.lever.co/spotify/21c24edb-f625-4895-ad23-5a6320d54813?utm_source=Simplify&ref=Simplify,1mo
🔥 Lyft,PhD New Grad - Data Scientist - Algo - Inference - Driver Incentives 🎓,"Toronto, ON, Canada",https://app.careerpuck.com/job-board/lyft/job/8089317002?gh_jid=8089317002&utm_source=Simplify&ref=Simplify,1mo
Verisk,Junior Data Scientist,"London, UK, Norwich, UK",https://fa-ewmy-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs/job/1749?utm_source=Simplify&ref=Simplify,2mo
Valkyrie Trading,Junior Quantitative Researcher,"Chicago, IL",https://jobs.lever.co/valkyrietrading/6ba65cc5-53ec-4c92-ac98-dbc3326c75ab/apply?utm_source=Simplify&ref=Simplify,5d
TD,Quantitative Rotational Program 🎓,"New York, NY",https://td.wd3.myworkdayjobs.com/en-US/td_bank_careers/job/New-York-New-York/XMLNAME-2026-Summer-Associate---Quantitative-Rotational-Program_R_1441549?utm_source=Simplify&ref=Simplify,5d
BlackRock,"Associate, Quantitative Modeler","New York, NY",https://blackrock.wd1.myworkdayjobs.com/en-US/blackrock_professional/job/New-York-NY/Associate--Quantitative-Modeler_R250300?utm_source=Simplify&ref=Simplify,19d
Prudential Financial,"PGIM Quantitative Solutions, Portfolio Management Investment Associate","Newark, NJ",https://pru.wd5.myworkdayjobs.com/en-US/careers/job/Newark-NJ-USA/PGIM-Quantitative-Solutions--Portfolio-Management-Investment-Associate--Hybrid-_R-121848-1?utm_source=Simplify&ref=Simplify,19d
Citadel Securities,Quantitative Researcher – PhD Graduate 🎓,"Miami, FL, New York, NY",https://www.citadelsecurities.com/careers/details/quantitative-researcher-phd-graduate-us/?utm_source=Simplify&ref=Simplify,20d
